숙소명,시군구명,숙소설명
숲사이길펜션,평창군,"숲사이길펜션 앞에는 오대천 1급수의 맑은 물이 흐르는 천연 수영장이 있고, 체험학습(물고기와 다슬기잡이, 보드놀이, 썰매타기, 팽이치기)이 가능하다.
뒷편 2.5km 반경내의 계곡 산책로에는 텐트촌이 있고, 각종 산나물과 야생화와 소나무, 낙엽송 우거진 계곡이 흐르는 천혜의 수풀림이다.
펜션 내부는 넓고 아늑한 온돌과 편백나무벽으로 되어 있어 여름엔 시원하면서 겨울엔 매우 따뜻한 휴식처를 제공한다.
대형버스도 문제 없는 넓은 주차공간을 보유하고 숲사이길펜션 아래에는 식당 및 카페테리아, 개별 숯불 BBQ 이용이 가능한 공간이 있다.
또한 ""숲 사이길 황토찜질방""은 겨울 스키어들에게 따뜻한 쉼터를 제공한다.
오대산 월정사, 진부KTX, 진부IC는 송어축제장, 숲사이길펜션과 10분 거리에 위치하여 접근성이 매우 좋다.
인근에 용평, 알펜시아스키장은 20분이내의 거리며, 강릉 경포대와 주문진 30분까지 이동이 가능하다."
융프라우펜션,평창군,겨울시즌에는 스키와 보드 렌탈 할인을 제공한다. 렌탈을 하면 리프트권 할인도 함께 받을 수 있다. 펜션 여행의 빼놀 수 없는 즐거움 중 하나가 바비큐이다. 즐거운 하루를 보내고 난 후 함께 여행 온 이들과 맛있는 저녁 식사를 할 수 있는 아늑한 공간이 마련되어 있다. 궂은 날씨도 걱정이 없다. 펜션에서는 손님들의 편의를 위해 각종 양념과 비상약품 구비되어 있다. 버스나 기차를 이용할 경우 픽업서비스를 제공한다. 예약시 픽업서비스 신청을 해야한다. 성수기에는 픽업서비스 이용이 제한된다.
산모랭이펜션,평창군,"산모랭이펜션은 기리왕산 깊은 산속의 산모퉁이에 위치해 있으며, 목공과 석공체험이 가능한 평창 체험테마펜션이다. 펜션 바로 앞에 계곡이 있어 펜션 마당에서 계곡물 흘러가는 걸 보면서 식사를 즐길 수 있고, 물소리를 벗삼아 편안한 휴식을 즐길 수도 있다. 산모랭이펜션의 봉숭아실과 채송화실은 음이온과 원적외선이 다량으로 방출되어 여러 가지 효능이 있는 것으로 알려진 황토로 지은 너와집이다."
계절이 지나가는 하늘,평창군,"휴식에 편안함 그리고 즐거움을 선사하기 위해 수영장, 야외영화관람, 족구 및 배드민턴 등 부대시설을 갖추었다."
베니스펜션,평창군,"베니스펜션은 강원도 평창군 봉평면에 위치해 있다. 펜션 앞에는 흥정계곡이 흐르고 있으며, 이곳에서 텃밭야채를 키우고 있어 자연을 더 가까이에서 느낄 수 있다. 또한, 잔디정원, 나무정자 등에서 자연을 즐길 수 있다."
그림같은집,평창군,"그림같은집은 자연과 함께하는 아름다운 경관과, 수도권에서 멀지 않은 근교에 위치한 가정지향형 펜션이다.<br> 이 곳에서는 편안함과 안락함, 그리고 여유를 느낄 수 있다.<br> 고향같은 휴식을 제공하는 편안한 안식처이다.<br> 자연의 아름다움과 자연의 동화를 일깨워줄 모든 산과 계곡을 여러분의 추억속으로 심어준다.<br> 향기로운 꽃내음과 지저귀는 산새소리가 들리는 봄. 아름답고 행복한 추억을 만들기 좋은 펜션이다."
애비로드,평창군,"번잡한 도심 속, 복잡한 일상과 생각속에 진정한 휴식을 느낄 수 있는 좋은 차한잔의 여유와 감미로운 음악을 함께 즐길 수 있는 펜션이다. 비틀즈 뿐만 아니라 다양한 LP음반들을 들을 수 있는 LP바에서 준비해온 주류와 음식을 음악과 함께 즐길 수 있다. 감성과 힐링을 동시에 챙겨갈 수 있는 숙소이다."
송림펜션,평창군,펜션 바로 옆 깨끗하고 시원한 계곡이 있다.<br> 어른 기준 발목부터 허리 높이까지의 깊이로 아이들도 안전하게 즐길 수 있는 송림가든펜션만의 계곡을 즐길 수 있다.
다차펜션,평창군,"다차펜션은 러시아어로 ‘가족과 연인들이 즐기고 체험하는 별장’이라는 뜻을 가지고 있다. 펜션 인근에 휘닉스파크와 용평리조트, 현대 성우리조트, 허브나라, 흥정계곡, 레프팅이 가능한 금당계곡 등의 명소들이 위치해 있다.  Happy700, 해발 700미터의 고지 강원도 평창의 다차펜션에서 휴식과 여유로움을 즐겨보자."
안개꽃필무렵,평창군,"해발 750m 고지에 위치하고 있는 안개꽃필무렵은 양 옆으로 깨끗한 시냇물이 흐르고 삼면이 산으로 둘러싸여있어 고즈넉한 기분을 만끽할 수 있는 최적의 장소이다.<br> 깔끔하게 정돈된 조경과 감자, 고추, 상추 등을 친환경 재배하여 고객에게 제공하고 있으며 객실 현관을 열면 보이는 넓은 태그에서 바베큐파티를 각 실 마다 개별적으로 할 수 있다.<br> 또한 넓은 주차장이 있어 주차걱정은 따로 할 필요가 없다.<br> 펜션에서 하루 저녁을 보내고 다음날 아침 눈을 떴을 때 산 전체를 감사고 있는 안개는 말로 표현할 수 없는 감동을 선사할 것이다.<br> 또한 펜션 밑으로 조금 내려가면 천심대 계곡이 있어 보는 이의 눈을 즐겁게 해줄 것이다."
쪽빛하늘펜션,평창군,"쪽빛하늘에서는 마음껏 뛰어놀 수 있는 잔디밭과 놀이터 안전하고 시원한 수영장 더 넓은 흥정계곡 쾌적한 캠핑라이프는 물론 펜션의 편안함까지 즐길 수 있다. 농촌치유(교육) 농장을 운영하고 있으며, 쾌적한 캠핑과 펜션의 편안함까지 즐길 수 있는 펜션이다."
퀸스가든펜션,평창군,"대관령 해발 770m 정상에 위치한 퀸스가든펜션은 자연의 아름다움과 편안한 휴식을 위해 호텔식 침구관리로 내 집 같은 편안함과 그림 같은 정원에서의 쉼과 추억을 제공한다. 드립커피, 오븐, 전자레인지, 토스트기, 유아용 의자 등이 배치된 카페동에서는 간단한 차와 투숙객을 위한 무료 조식 서비스가 제공되며 음악 감상과 독서를 할 수 있다. 공방체험 또한 가능하다. 펜션 근처에 계곡이 흐르며 양떼목장, 하늘목장 등 평창 유명 관광지와의 접근성이 좋다."
펜션그림,평창군,"수채화처럼 아름다운 대관령에 위치한 게스트하우스이다. 여름에는 무더운 더위를 벗어나 시원한 숲 속에서, 겨울에는 눈이 소복하게 쌓인 하얀 숲을 거닐며, 자연이 들려주는 이야기에 흠뻑 빠질 수 있는 곳이다. 객실은 깨끗하고 쾌적하고 다양하게 있어 취향대로 선택할 수 있다."
우리빌리지펜션,평창군,"우리 빌리지펜션은 한강의 시발점이라 할 수 있는 1 급수 청정계곡인 흥정계곡 옆에 위치하고 있다. 내부에는 건강에 좋은 황토방이 여러 개 있으며, 다른 펜션들과는 달리 가족 중심형의 구조를 취하고 있다. 근처에는 스키장이 있으며, 1시간 내로는 강릉바다까지 갈 수 있는 위치에 자리 잡고 있어, 4계절 모두 즐기기 좋은 위치상의 이점도 있다."
T-Pension,평창군,"하늘 아래 첫 동네인 대관령에 있는 펜션이다. 차 한 잔의 여유가 있는 카페 공간, 단체를 위한 다목적실, 목공예에 관심이 있는 사람들을 위한 목공실 공간 들이 마련되어 있다. 넉넉하고 편안한 휴식과 체험이 어우러지는 생동감 잇는 공간이다. 내부는 안락하고 아늑해 머물기만 해도 피로가 풀어진다."
쉼펜션,평창군,"쉼펜션은 다양한 매력을 가진 객실이 있는 고급펜션으로, 사람과 동물, 식물 모두가 살기 좋은 행복도고 700m 강원도 평창군 봉평면 평창 자연휴양림 입구 백운동 계곡에 위치해 있다. 펜션 주변에는 평창 휘닉스 파크와 평창 자연휴양림, 이효석문학관, 흥정계곡, 봉평시장이 있다."
강애산애펜션,평창군,"해발 700M 흥정계곡에 위치한 강애산애에서 봄에는 강원도의 푸른 자연을 즐기고 여름에는 깨끗하고 맑은 흥정계곡을, 가을에는 소금처럼 새하얀 메밀꽃 축제와 단풍을, 겨울에는 휘닉스파크와 눈 덮인 강원도를 즐길 수 있다. 객실은 복층과 커플룸으로 구성되어 있으며, 객실 내에서는 육류의 조리가 금지되어 있음으로 객실 밖 테이블 및 바비큐장을 이용하길 추천한다."
하이디하우스,평창군,넓고 푸른 잔디밭이 매력적인 이곳은 강원도 평창군에 위치한 ‘하이디 펜션’이다. 365일 차와 와인을 즐길 수 있는 카페는 겨울에는 따뜻한 실내 바비큐장이 되어준다. 물론 여름에는 시원한 야외 바비큐장에서 맛있는 식사가 가능하다.
봉평별빛펜션,평창군,"평창 봉평 숲속에 자리잡은 별빛펜션은 사계절 볼거리, 놀거리가 가득한 곳이다. 고급스러운 하얀 저택에서 휴식과 즐거움을 만끽할 수 있으며, 펜션 바로 앞 계곡은 펜션을 이용하는 이용객들만 이용할 수 있는 맑고 시원하고 멋진 계곡이다."
비블로스펜션,평창군,"비블로스 펜션은 자연과 하나 되는 공간이다. 뒤로는 푸르른 산으로 둘러싸여 있으며, 앞으로는 아름다운 흥정계곡이 위치해 있다.
맑은 물소리와 아름다운 새소리로 아침을 맞이하고, 도시에서는 느낄 수 없는 해피평창 700m 고지의 청정한 공기를 가슴 가득 담을 수 있다."
펜션수가성,평창군,"강원도 평창에 위치한 수가성 펜션은 총 네 개의 객실이 있다. 핑크, 블루, 올리브는 커플룸이고 브라운은 최대 8인까지 들어갈 수 있는 단체룸이다.<br>모든 방이 귀엽고 아기자기하게 꾸며져 있어 방에 들어서자 마자 천국에 온 것 같은 착각이 들게 한다. 또 숯불 그릴이 제공되어 바비큐를 즐길 수 있고 넓은 정원이 있어 산새와 초록의 꽃과 나무들로 싱그러움을 느낄 수 있다."
이스턴파크,평창군,"이스턴파크는 2426평의 넓은 면적과 총 156세대(15평, 21평, 30평, 40평)의 넉넉한 객실을 갖추고 있는 대단위 리조텔형 펜션이다.<br> 평창 이스턴파크에서 봄, 여름, 가을, 겨울 4계절 내내 즐길거리, 먹거리, 볼거리가 넘치고 해발 700m의 고지에 위치해 있어 사람이 느끼기에 가장 쾌적하고 건강에 좋은 곳이다.<br> 휘닉스파크와 5분거리에 있으며 자연속에서 행복한 여행을 즐길 수 있는 아름다운 지역이다.<br> 작가 이효석의 메밀 꽃 필 무렵의 배경이 된 이효석 생가와 이효석문학관, 흥정계곡, 허브나라, 무이예술관, 금당계곡 등이 함께 할 수 있다.<br> 이스턴파크는 겨울스포츠를 즐기는 매니아들의 선호도 1위인 휘닉스파크와 접해 있어 도보로 휘닉스파크의 슬로프까지 이동이 가능하다.<br> 바베큐장, 농구장, 배구장, 족구장, 산림욕장, 물레방아, 편의점, 동물농장 등 다양한 편의시설과 단체나 회사연수, 학교MT, 대단위 모임을 위한 최신시설의 세미나실을 갖추고 있어 더욱 편안하고 즐거운 시간을 보낼 수 있다.<br>"
하우스봉봉,평창군,"하우스봉봉은 커플전용 펜션으로서 로맨틱하고 분위기 있는 내부 실내장식이 연인들의 추억을 아름답게 장식한다. 다양한 디자인의 객실들은 주방, 욕실 겸 화장실, 침대 등이 비치되어 있으며, 스파를 이용 가능한 객실도 준비되어 있다. 또한, 카페와 바비큐를 이용할 수 있으며, 수영장과 분수가 야외에 설치되어 있고, 무료 조식 서비스와 무료 픽업 서비스를 운영하고 있다."
메이페어 데네브,평창군,"메이페어 데네브 펜션은 아름답고 수려한 강원도 평창군 휘닉스파크 인근 천해의 자연 속에  자연과 레저 그리고 힐링을 즐길 수 있는 편리하고 아늑한 시설의 풀옵션 펜션이다. 데네브 펜션 앞에는 맑고 깨끗한 계곡이 있어 아이들과 함께 물놀이를 할 수 있다. 풀옵션 커플룸, 패밀리룸이 완비되어 있다. 주변관광지로는 휘닉스파크, 무이예술관, 이효석문학관, 흥정계곡, 앵무새학교, 한국자생식물원, 양떼목장 등이 있다."
대관령에델바이스펜션,평창군,"에델바이스는 7개의 객실로 구성되어 있다. 객실은 2인을 기준으로 한 4개의 객실과 4인을 기준으로 한 2개의 객실이 존재하며 각 객실에는 침대, 에어컨, TV, 식탁, 전자레인지, 취사도구, 인덕션, 전기밥솥, 냉장고, 드라이기 등의 비품이 준비되어 있다. 또한, 생일 축하나 기념일 등을 미리 이야기를 전하면 좋은 날을 기념하는 이벤트 테이블을 준비해 준다.	 펜션 주위에는 용평리조트와 알펜시아리조트가 차량으로 5분거리에 있으며 대관령 양떼목장과 삼양목장은 10분거리에 있다."
푸른솔펜션,평창군,"대관령 고원의 맑은 자연과 겨울 스포츠의 메카 용평리조트를 지척에 두고 있는 푸른솔펜션은 깨끗한 환경만큼이나 깔끔하고 편안한 객실로 이루어져 있다. 해발 700m 청정고원, 대관령의 푸르름이 살아있는 푸른솔펜션은 연인, 가족이 즐거운 추억을 쌓기 좋다."
칸델라통나무펜션,평창군,"해발 700m 고지 조용한 숲 속에 위치한 칸델라 통나무펜션은 천혜의 자연경관을 그대로 느낄 수 있는 펜션이다.<br> 방으로 이루어진 룸형 펜션 뿐만 아니라 글램핑도 함께 운영하고 있어 연인, 친구, 가족까지 즐거운 추억을 만들고 싶다면 추천한다."
